Reservoir 1
Time (hr),Reservoir Elevation (ft),Reservoir Volume (ac-ft)
9.333333333333334,58.22635921587927,299.0202782848506
9.5,58.213013818897636,298.28445371115913
9.666666666666666,58.19998629593175,297.56617523044287
9.833333333333334,58.18726886811023,296.86497474467615
10.0,58.174845150918635,296.1799827749792
10.16666666666667,58.16270734251968,295.5107568833355
10.33333333333333,58.15084827755906,294.85689473939607
10.5,58.13925709973753,294.2177932288359
10.66666666666667,58.12792453740157,293.59296734935936
10.83333333333333,58.116844537401576,292.98206206262836
11.0,58.10600900590551,292.38462805987353
11.16666666666667,58.095413129921255,291.8004097568433
11.33333333333333,58.085049422572176,291.22899907456593
11.5,58.07490596784776,290.66972822011235
11.66666666666667,58.064978412073486,290.1223630353098
11.83333333333333,58.055261040026245,289.58658485946034
12.0,58.045746630577426,289.0619944345292
12.16666666666667,58.03642897637795,288.54825544141625
12.33333333333333,58.02730393372703,288.04513993154484
12.5,58.01836734908136,287.55241523296814
12.66666666666667,58.0096108956693,287.06961045404256
12.83333333333333,58.00102975721785,286.59648145473125
13.0,57.99261595144357,286.13258202704526
13.16666666666667,57.98436991141732,285.67791666065415
13.33333333333333,57.97628539370079,285.23217583007556
13.5,57.968358851706036,284.7951364593226
13.66666666666667,57.96058520341207,284.3665258016091
13.83333333333333,57.95295801509186,283.9459968022978
14.0,57.94547351049869,283.5333251886614
14.16666666666667,57.938128733595796,283.12836593613616
14.33333333333333,57.93092224737532,282.731025921903
14.5,57.92384937335958,282.3410580298001
14.66666666666667,57.91690657480315,281.9582572492675
14.83333333333333,57.910089015748035,281.58236553439144
15.0,57.90339630249344,281.21335670817473
15.16666666666667,57.89682463582677,280.8510474719489
15.33333333333333,57.89036987860892,280.495213133565
15.5,57.88402806430446,280.14560881515365
15.66666666666667,57.8777978707349,279.8021544377431
15.83333333333333,57.87167316272966,279.4645207942629
16.0,57.86565322178477,279.1326608009204
16.16666666666667,57.859737404855636,278.8065435488543
16.33333333333333,57.85392432414698,278.48608055137953
16.5,57.84821055446194,278.17109754472204
16.66666666666667,57.842593740157476,277.861462373464
16.83333333333333,57.83707103674541,277.5570111285145
17.0,57.831639494750654,277.257587259139
17.16666666666667,57.826296591207345,276.96305012713714
17.33333333333333,57.82104020013123,276.6732814104245
17.5,57.815869891732284,276.38825763976337
17.66666666666667,57.81078409448819,276.1078941613428
17.83333333333333,57.80578054133858,275.832064908588
18.0,57.800856765091865,275.5606316023437
18.16666666666667,57.796011578083984,275.2935306923345
18.33333333333333,57.791241049868766,275.0305465722703
18.5,57.78654316601049,274.77156670794517
18.66666666666667,57.78191692913386,274.51653608214167
18.83333333333333,57.7773594160105,274.2652934258056
19.0,57.77286862860892,274.0177362612051
19.16666666666667,57.76844443897638,273.77384035372114
19.33333333333333,57.764086105643045,273.53357798296815
19.5,57.75979218503937,273.2968696939416
19.66666666666667,57.755561312335956,273.0636352111591
19.83333333333333,57.751392034120734,272.8337953528029
20.0,57.747282434383195,272.6072463539507
20.16666666666667,57.74323130577428,272.3839198199746
20.33333333333333,57.73923737860893,272.1637477568433
20.5,57.73529948162729,271.94666337254574
20.66666666666667,57.73141662729658,271.7326154365953
20.83333333333333,57.72758878280839,271.5215974664392
21.0,57.72381482611548,271.3135532754383
21.16666666666667,57.72009403543307,271.10843552130603
21.33333333333333,57.71642539370079,270.9061953546394
21.5,57.71280774934383,270.7067668541803
21.66666666666667,57.70924006889763,270.5100907901307
21.83333333333333,57.70572146653544,270.316121604869
22.0,57.70225062007874,270.1247835807643
22.16666666666667,57.69882656167979,269.9360280851261
22.33333333333333,57.69544888451444,269.7498271517009
22.5,57.69211641404199,269.5661181220866
22.66666666666667,57.68882871391075,269.38487792029593
22.83333333333333,57.68558457349081,269.20603828668715
23.0,57.68238290682415,269.02954146024086
23.16666666666667,57.67922231627296,268.8553079276422
23.33333333333333,57.67610265748031,268.6833308293869
23.5,57.67302289041995,268.513553569745
23.66666666666667,57.66998223425197,268.3459316895797
23.83333333333333,57.66697947506561,268.18039906354664
24.0,57.66401393372703,268.0169184905439
24.16666666666667,57.66108531496062,267.855472950599
24.33333333333333,57.65819289041995,267.6960233392583
24.5,57.655335990813654,267.53853146781665
24.66666666666667,57.652514091207344,267.3829692820958
24.83333333333333,57.6497262171916,267.2292831716734
25.0,57.64697209317585,267.07745726258247
25.16666666666667,57.64425105643044,266.9274560196991
25.33333333333333,57.641562454068236,266.7792419965127
25.5,57.63890558070865,266.6327769788359
25.66666666666667,57.63628033792651,266.4880559721785
25.83333333333333,57.633686177821524,266.34504870312423
26.0,57.63112253608924,266.20372364550263
26.16666666666667,57.62858895341207,266.0640557731426
26.33333333333333,57.62608483923885,265.92601257617287
26.5,57.6236092355643,265.78955717121426
26.66666666666667,57.62116197834646,265.6546662400848
26.83333333333333,57.618742372047244,265.5213015603327
27.0,57.61634981299213,265.3894266083125
27.16666666666667,57.61398360564304,265.2590042462831
27.33333333333333,57.611643110236216,265.1300000141894
27.5,57.60932844488188,265.0024192605164
27.66666666666667,57.60703914698162,264.87623725776155
27.83333333333333,57.60477511811024,264.75144763149893
28.0,57.60253545603674,264.62800092121427
28.16666666666667,57.600320301837264,264.5059038105623
28.33333333333333,57.59812856299212,264.38509844279366
28.5,57.59596022309711,264.2655844843456
28.66666666666667,57.59381510826771,264.14734775936853
28.83333333333333,57.59169274934383,264.0303680284227
29.0,57.589592644356955,263.91461261565865
29.16666666666667,57.58751409448819,263.80004574926755
29.33333333333333,57.58545666010498,263.68664377842265
29.5,57.583420442913386,263.5744104535834
29.66666666666667,57.58140519356955,263.4633330020223
29.83333333333333,57.57941039698162,263.35338290766975
30.0,57.57743577427821,263.2445450190104
30.16666666666667,57.57548098753281,263.13679905597087
30.33333333333333,57.57354568569554,263.03013005252734
30.5,57.571629931102365,262.9245361243823
30.66666666666667,57.569733198818895,262.81999090881754
30.83333333333333,57.56785502296587,262.71646911014903
31.0,57.565994927821514,262.6139441223162
31.16666666666667,57.564152916666664,262.51241560785337
31.33333333333333,57.56232915682414,262.4118926083125
31.5,57.560523208661415,262.312351395273
31.66666666666667,57.55873492454068,262.21378434476793
31.83333333333333,57.556964192913384,262.1161844843455
32.0,57.55521085958005,262.0195436271371
32.16666666666666,57.55347470144356,261.9238494166229
32.33333333333334,57.55175517716535,261.82907173388645
32.5,57.550052217847764,261.7352079462372
32.66666666666666,57.5483656988189,261.64224924949707
32.83333333333334,57.546695324803146,261.55018087162745
33.0,57.54504081036745,261.4589869519764
33.16666666666666,57.54340197834645,261.36865702520873
33.33333333333334,57.54177850393701,261.279173406981
33.5,57.54017013451443,261.19052333627394
33.66666666666666,57.538576945538054,261.10270949261
33.83333333333334,57.53699871391076,261.0157197556954
34.0,57.535435196850386,260.9295413110214
34.16666666666666,57.533886161417314,260.8441611762648
34.33333333333334,57.53235127952756,260.75956096758705
34.5,57.530830351049865,260.6757298401766
34.66666666666666,57.529323175853015,260.5926570975228
34.83333333333334,57.52782965551181,260.5103368167606
35.0,57.526349593175844,260.4287581624906
35.16666666666666,57.52488285104987,260.3479137742905
35.33333333333334,57.52342921259842,260.26779185785335
35.5,57.521988398950135,260.1883767251628
35.66666666666666,57.52056034448819,260.10966466960724
35.83333333333334,57.519144927821515,260.0316493757597
36.0,57.517741860236214,259.9543148580829
36.16666666666666,57.51635109908137,259.87765830114995
36.33333333333334,57.51497247375328,259.801670829846
36.5,57.51360580052493,259.72634197837675
36.66666666666666,57.512250872703405,259.65166059384967
36.83333333333334,57.5109073851706,259.57761001878083
37.0,57.50957524934383,259.5041848955026
37.16666666666666,57.50825427165354,259.4313752028947
37.33333333333334,57.50694424212598,259.3591686498644
37.5,57.505645177165356,259.287566734116
37.66666666666666,57.50435693569553,259.21656073319775
37.83333333333334,57.503079520997375,259.1461519076697
38.0,57.501812739501304,259.07632948526384
38.16666666666666,57.50055649606299,259.007087136779
38.33333333333334,57.49931054133859,258.93841270702694
38.5,57.49807480643045,258.870301232509
38.66666666666666,57.496849124015746,258.8027431418295
38.83333333333334,57.49563332677165,258.73573096368443
39.0,57.49442730314961,258.66925740216004
39.16666666666666,57.49323095800525,258.60331680206826
39.33333333333334,57.4920442519685,258.5379076278258
39.5,57.490867027559055,258.47302141616376
39.66666666666666,57.48969909776903,258.4086466927937
39.83333333333334,57.48854040682414,258.34478171368437
40.0,57.48739079724409,258.28141781193966
40.16666666666666,57.486250265748026,258.2185539177707
40.33333333333334,57.485118645013124,258.15618085280283
40.5,57.48399582020998,258.0942927414622
40.66666666666666,57.48288176837271,258.0328882552363
40.83333333333334,57.48177637139108,257.97196053806454
41.0,57.48067949475065,257.9115029802133
41.16666666666666,57.47959114829397,257.85151517626474
41.33333333333334,57.478511177821524,257.79198911129686
41.5,57.47743943569554,257.7329167974769
41.66666666666666,57.47637592191601,257.6742978511959
41.83333333333334,57.47532047900262,257.6161239076697
42.0,57.47427312664042,257.55839569554854
42.16666666666666,57.47323382545932,257.50111117810127
42.33333333333334,57.4722024671916,257.44426458604437
